file,index,novelty,split
route_6_route_episode_0136.npz,103,0.00011404903489165008,validation data(straight route)
route_6_route_episode_0136.npz,104,0.00011614111281232908,validation data(straight route)
route_6_route_episode_0136.npz,105,0.00011524050933076069,validation data(straight route)
route_6_route_episode_0136.npz,106,0.0001139077648986131,validation data(straight route)
route_6_route_episode_0136.npz,107,0.00011249295494053513,validation data(straight route)
route_6_route_episode_0136.npz,108,0.00011106464080512524,validation data(straight route)
route_6_route_episode_0136.npz,109,0.00010974482574965805,validation data(straight route)
route_6_route_episode_0136.npz,110,0.00010937976912828162,validation data(straight route)
route_6_route_episode_0136.npz,111,0.00011093269858974963,validation data(straight route)
route_6_route_episode_0136.npz,112,0.00011231889948248863,validation data(straight route)
route_6_route_episode_0136.npz,113,0.00011409968283260241,validation data(straight route)
route_6_route_episode_0136.npz,114,0.0001151005708379671,validation data(straight route)
route_6_route_episode_0136.npz,115,0.00011551562056411058,validation data(straight route)
route_6_route_episode_0136.npz,116,0.0001155440040747635,validation data(straight route)
route_6_route_episode_0136.npz,117,0.00011670338426483795,validation data(straight route)
route_6_route_episode_0136.npz,118,0.0001154910569312051,validation data(straight route)
route_6_route_episode_0136.npz,119,0.00011519745748955756,validation data(straight route)
route_6_route_episode_0136.npz,120,0.00011505385919008404,validation data(straight route)
route_6_route_episode_0136.npz,121,0.00011590388749027625,validation data(straight route)
route_6_route_episode_0136.npz,122,0.00011736432497855276,validation data(straight route)
route_6_route_episode_0136.npz,123,0.00011521448323037475,validation data(straight route)
route_6_route_episode_0136.npz,124,0.00011527721653692424,validation data(straight route)
route_6_route_episode_0136.npz,125,0.00011566969624254853,validation data(straight route)
route_6_route_episode_0136.npz,126,0.00011701405310304835,validation data(straight route)
route_6_route_episode_0136.npz,127,0.00011521950364112854,validation data(straight route)
route_6_route_episode_0136.npz,128,0.00011530922347446904,validation data(straight route)
route_6_route_episode_0136.npz,129,0.00011540755076566711,validation data(straight route)
route_6_route_episode_0136.npz,130,0.00011650465603452176,validation data(straight route)
route_6_route_episode_0136.npz,131,0.00011527029710123315,validation data(straight route)
route_6_route_episode_0136.npz,132,0.00011498890671646222,validation data(straight route)
route_6_route_episode_0136.npz,133,0.00011512917990330607,validation data(straight route)
route_6_route_episode_0136.npz,134,0.0001157974693342112,validation data(straight route)
route_6_route_episode_0136.npz,135,0.0001173749624285847,validation data(straight route)
route_6_route_episode_0136.npz,136,0.00011500456457724795,validation data(straight route)
route_6_route_episode_0136.npz,137,0.000115126786113251,validation data(straight route)
route_6_route_episode_0136.npz,138,0.00011611146328505129,validation data(straight route)
route_6_route_episode_0136.npz,139,0.00011791441647801548,validation data(straight route)
route_6_route_episode_0136.npz,140,0.00011585878382902592,validation data(straight route)
route_6_route_episode_0136.npz,141,0.00011503163841553032,validation data(straight route)
route_6_route_episode_0136.npz,142,0.00011543167056515813,validation data(straight route)
route_6_route_episode_0136.npz,143,0.00011725521471817046,validation data(straight route)
route_6_route_episode_0136.npz,144,0.00011605310282902792,validation data(straight route)
route_6_route_episode_0136.npz,145,0.000114894712169189,validation data(straight route)
route_6_route_episode_0136.npz,146,0.00011484617425594479,validation data(straight route)
route_6_route_episode_0136.npz,147,0.00011598711716942489,validation data(straight route)
route_6_route_episode_0136.npz,148,0.00011717434972524643,validation data(straight route)
route_6_route_episode_0136.npz,149,0.00011488913878565654,validation data(straight route)
route_6_route_episode_0136.npz,150,0.00011479864770080894,validation data(straight route)
route_6_route_episode_0136.npz,151,0.00011520940461196005,validation data(straight route)
route_6_route_episode_0136.npz,152,0.00011660617019515485,validation data(straight route)
route_6_route_episode_0136.npz,153,0.00011502322740852833,validation data(straight route)
route_6_route_episode_0136.npz,154,0.00011482901027193293,validation data(straight route)
route_6_route_episode_0136.npz,155,0.00011487976007629186,validation data(straight route)
route_6_route_episode_0136.npz,156,0.00011631921370280907,validation data(straight route)
route_6_route_episode_0136.npz,157,0.00011549078772077337,validation data(straight route)
route_6_route_episode_0136.npz,158,0.00011473456106614321,validation data(straight route)
route_6_route_episode_0136.npz,159,0.00011477278894744813,validation data(straight route)
route_6_route_episode_0136.npz,160,0.0001158912928076461,validation data(straight route)
route_6_route_episode_0136.npz,161,0.00011742459173547104,validation data(straight route)
route_6_route_episode_0136.npz,162,0.00011484024435048923,validation data(straight route)
route_6_route_episode_0136.npz,163,0.0001147518414654769,validation data(straight route)
route_6_route_episode_0136.npz,164,0.00011528798495419323,validation data(straight route)
route_6_route_episode_0136.npz,165,0.00011664889461826533,validation data(straight route)
route_6_route_episode_0136.npz,166,0.00011501448170747608,validation data(straight route)
route_6_route_episode_0136.npz,167,0.00011464466660981998,validation data(straight route)
route_6_route_episode_0136.npz,168,0.00011464797717053443,validation data(straight route)
route_6_route_episode_0136.npz,169,0.00011573130177566782,validation data(straight route)
route_6_route_episode_0136.npz,170,0.00011730259575415403,validation data(straight route)
route_6_route_episode_0136.npz,171,0.00011467755393823609,validation data(straight route)
route_6_route_episode_0136.npz,172,0.00011469188029877841,validation data(straight route)
route_6_route_episode_0136.npz,173,0.00011523658031364903,validation data(straight route)
route_6_route_episode_0136.npz,174,0.00011668221122818068,validation data(straight route)
route_6_route_episode_0136.npz,175,0.00011468090815469623,validation data(straight route)
route_6_route_episode_0136.npz,176,0.00011438282672315836,validation data(straight route)
route_6_route_episode_0136.npz,177,0.00011441708193160594,validation data(straight route)
route_6_route_episode_0136.npz,178,0.00011631748202489689,validation data(straight route)
route_6_route_episode_0136.npz,179,0.00011534966324688867,validation data(straight route)
route_6_route_episode_0136.npz,180,0.00011397441267035902,validation data(straight route)
route_6_route_episode_0136.npz,181,0.0001141475368058309,validation data(straight route)
route_6_route_episode_0136.npz,182,0.00011613747483352199,validation data(straight route)
route_6_route_episode_0136.npz,183,0.0001177986414404586,validation data(straight route)
route_6_route_episode_0136.npz,184,0.00011424617696320638,validation data(straight route)
route_6_route_episode_0136.npz,185,0.00011370050197001547,validation data(straight route)
route_6_route_episode_0136.npz,186,0.00011541886487975717,validation data(straight route)
route_6_route_episode_0136.npz,187,0.00011747157259378582,validation data(straight route)
route_6_route_episode_0136.npz,188,0.00011534378427313641,validation data(straight route)
route_6_route_episode_0136.npz,189,0.00011433922190917656,validation data(straight route)
route_6_route_episode_0136.npz,190,0.00011526579328346997,validation data(straight route)
route_6_route_episode_0136.npz,191,0.00011743117647711188,validation data(straight route)
route_6_route_episode_0136.npz,192,0.00011610554065555334,validation data(straight route)
route_6_route_episode_0136.npz,193,0.0001148964001913555,validation data(straight route)
route_6_route_episode_0136.npz,194,0.00011500205437187105,validation data(straight route)
route_6_route_episode_0136.npz,195,0.00011699128663167357,validation data(straight route)
route_6_route_episode_0136.npz,196,0.00011836978956125677,validation data(straight route)
route_6_route_episode_0136.npz,197,0.00011515679216245189,validation data(straight route)
route_6_route_episode_0136.npz,198,0.00011485449795145541,validation data(straight route)
route_6_route_episode_0136.npz,199,0.00011619707947829738,validation data(straight route)
route_6_route_episode_0136.npz,200,0.00011785213428083807,validation data(straight route)
route_6_route_episode_0136.npz,201,0.00011558413098100573,validation data(straight route)
route_6_route_episode_0136.npz,202,0.00011498745152493939,validation data(straight route)
route_6_route_episode_0136.npz,203,0.00011541137064341456,validation data(straight route)
route_6_route_episode_0136.npz,204,0.00011746113887056708,validation data(straight route)
route_6_route_episode_0136.npz,205,0.00011606718180701137,validation data(straight route)
route_6_route_episode_0136.npz,206,0.00011497254308778793,validation data(straight route)
route_6_route_episode_0136.npz,207,0.00011500342225190252,validation data(straight route)
route_6_route_episode_0136.npz,208,0.0001169735987787135,validation data(straight route)
route_6_route_episode_0136.npz,209,0.00011834464385174215,validation data(straight route)
route_6_route_episode_0136.npz,210,0.00011512108176248148,validation data(straight route)
route_6_route_episode_0136.npz,211,0.00011474337225081399,validation data(straight route)
route_6_route_episode_0136.npz,212,0.00011621382145676762,validation data(straight route)
route_6_route_episode_0136.npz,213,0.00011788437404902652,validation data(straight route)
route_6_route_episode_0136.npz,214,0.0001178872917080298,validation data(straight route)
route_6_route_episode_0136.npz,215,0.00011739366891561076,validation data(straight route)
route_6_route_episode_0136.npz,216,0.00011707983503583819,validation data(straight route)
route_6_route_episode_0136.npz,217,0.00011900869867531583,validation data(straight route)
route_6_route_episode_0136.npz,218,0.00012174647417850792,validation data(straight route)
route_6_route_episode_0136.npz,219,0.00012139733735239133,validation data(straight route)
route_6_route_episode_0136.npz,220,0.00012004714517388493,validation data(straight route)
route_6_route_episode_0136.npz,221,0.00012029965728288516,validation data(straight route)
route_6_route_episode_0136.npz,222,0.00012184316437924281,validation data(straight route)
route_6_route_episode_0136.npz,223,0.00012208623229525983,validation data(straight route)
route_6_route_episode_0136.npz,224,0.0001221138081746176,validation data(straight route)
route_6_route_episode_0136.npz,225,0.00012117364531150088,validation data(straight route)
route_6_route_episode_0136.npz,226,0.0001218181787407957,validation data(straight route)
route_6_route_episode_0136.npz,227,0.00012112798140151426,validation data(straight route)
route_6_route_episode_0136.npz,228,0.0001212756906170398,validation data(straight route)
route_6_route_episode_0136.npz,229,0.00012002012226730585,validation data(straight route)
route_6_route_episode_0136.npz,230,0.00011828979768324643,validation data(straight route)
route_6_route_episode_0136.npz,231,0.00012270135630387813,validation data(straight route)
route_6_route_episode_0136.npz,232,0.00012295051419641823,validation data(straight route)
route_6_route_episode_0136.npz,233,0.00012294517364352942,validation data(straight route)
route_6_route_episode_0136.npz,234,0.00012119350139982998,validation data(straight route)
route_6_route_episode_0136.npz,235,0.00012900478031951934,validation data(straight route)
route_6_route_episode_0136.npz,236,0.00012683118984568864,validation data(straight route)
route_6_route_episode_0136.npz,237,0.00012439466081559658,validation data(straight route)
route_6_route_episode_0136.npz,238,0.00012339596287347376,validation data(straight route)
route_6_route_episode_0136.npz,239,0.00012137487647123635,validation data(straight route)
route_6_route_episode_0136.npz,240,0.0001222234859596938,validation data(straight route)
route_6_route_episode_0136.npz,241,0.00012125567445764318,validation data(straight route)
route_6_route_episode_0136.npz,242,0.000120582539238967,validation data(straight route)
route_6_route_episode_0136.npz,243,0.00011961927521042526,validation data(straight route)
route_6_route_episode_0136.npz,244,0.0001174579665530473,validation data(straight route)
route_6_route_episode_0136.npz,245,0.00011599584831856191,validation data(straight route)
route_6_route_episode_0136.npz,246,0.00011437373905209824,validation data(straight route)
route_6_route_episode_0136.npz,247,0.00011249910312471911,validation data(straight route)
route_6_route_episode_0136.npz,248,0.00011240913590881974,validation data(straight route)
route_6_route_episode_0343.npz,0,9.611075802240521e-05,validation data(straight route)
route_6_route_episode_0343.npz,1,9.611385758034885e-05,validation data(straight route)
route_6_route_episode_0343.npz,2,9.60816687438637e-05,validation data(straight route)
route_6_route_episode_0343.npz,3,9.612934809410945e-05,validation data(straight route)
route_6_route_episode_0343.npz,4,9.614787995815277e-05,validation data(straight route)
route_6_route_episode_0343.npz,5,9.618804324418306e-05,validation data(straight route)
route_6_route_episode_0343.npz,6,9.622470679460093e-05,validation data(straight route)
route_6_route_episode_0343.npz,7,9.62151971179992e-05,validation data(straight route)
route_6_route_episode_0343.npz,8,9.621342178434134e-05,validation data(straight route)
route_6_route_episode_0343.npz,9,9.624809899833053e-05,validation data(straight route)
route_6_route_episode_0343.npz,10,9.631082502892241e-05,validation data(straight route)
route_6_route_episode_0343.npz,11,9.641047654440627e-05,validation data(straight route)
route_6_route_episode_0343.npz,12,9.642412624089047e-05,validation data(straight route)
route_6_route_episode_0343.npz,13,9.639524068916216e-05,validation data(straight route)
route_6_route_episode_0343.npz,14,9.637637413106859e-05,validation data(straight route)
route_6_route_episode_0343.npz,15,9.631886496208608e-05,validation data(straight route)
route_6_route_episode_0343.npz,16,9.624997619539499e-05,validation data(straight route)
route_6_route_episode_0343.npz,17,9.623191726859659e-05,validation data(straight route)
route_6_route_episode_0343.npz,18,9.62903504841961e-05,validation data(straight route)
route_6_route_episode_0343.npz,19,9.629273699829355e-05,validation data(straight route)
route_6_route_episode_0343.npz,20,9.630817658035085e-05,validation data(straight route)
route_6_route_episode_0343.npz,21,9.631206194171682e-05,validation data(straight route)
route_6_route_episode_0343.npz,22,9.63132333708927e-05,validation data(straight route)
route_6_route_episode_0343.npz,23,9.632069850340486e-05,validation data(straight route)
route_6_route_episode_0343.npz,24,9.626313112676144e-05,validation data(straight route)
route_6_route_episode_0343.npz,25,9.624876838643104e-05,validation data(straight route)
route_6_route_episode_0343.npz,26,9.624446101952344e-05,validation data(straight route)
route_6_route_episode_0343.npz,27,9.624317317502573e-05,validation data(straight route)
route_6_route_episode_0343.npz,28,9.624276572139934e-05,validation data(straight route)
route_6_route_episode_0343.npz,29,9.624265658203512e-05,validation data(straight route)
route_6_route_episode_0343.npz,30,9.624262020224705e-05,validation data(straight route)
route_6_route_episode_0343.npz,31,9.623551886761561e-05,validation data(straight route)
route_6_route_episode_0343.npz,32,9.623375080991536e-05,validation data(straight route)
route_6_route_episode_0343.npz,33,9.623321966500953e-05,validation data(straight route)
route_6_route_episode_0343.npz,34,9.623305959394202e-05,validation data(straight route)
route_6_route_episode_0343.npz,35,9.62330013862811e-05,validation data(straight route)
route_6_route_episode_0343.npz,36,9.62330013862811e-05,validation data(straight route)
route_6_route_episode_0343.npz,37,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,38,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,39,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,40,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,41,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,42,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,43,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,44,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,45,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,46,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,47,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,48,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,49,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,50,9.623299411032349e-05,validation data(straight route)
route_6_route_episode_0343.npz,51,9.636764298193157e-05,validation data(straight route)
route_6_route_episode_0343.npz,52,9.562949708197266e-05,validation data(straight route)
route_6_route_episode_0343.npz,53,9.428329940419644e-05,validation data(straight route)
route_6_route_episode_0343.npz,54,9.218216291628778e-05,validation data(straight route)
route_6_route_episode_0343.npz,55,8.909630560083315e-05,validation data(straight route)
route_6_route_episode_0343.npz,56,8.666718349559233e-05,validation data(straight route)
route_6_route_episode_0343.npz,57,8.461550169158727e-05,validation data(straight route)
route_6_route_episode_0343.npz,58,8.34326128824614e-05,validation data(straight route)
route_6_route_episode_0343.npz,59,8.140284626279026e-05,validation data(straight route)
route_6_route_episode_0343.npz,60,7.352376997005194e-05,validation data(straight route)
route_6_route_episode_0343.npz,61,7.09940868546255e-05,validation data(straight route)
route_6_route_episode_0343.npz,62,6.913958350196481e-05,validation data(straight route)
route_6_route_episode_0343.npz,63,6.755868525942788e-05,validation data(straight route)
route_6_route_episode_0343.npz,64,6.63141327095218e-05,validation data(straight route)
route_6_route_episode_0343.npz,65,6.614613812416792e-05,validation data(straight route)
route_6_route_episode_0343.npz,66,6.623756780754775e-05,validation data(straight route)
route_6_route_episode_0343.npz,67,5.99150407651905e-05,validation data(straight route)
route_6_route_episode_0343.npz,68,6.0515740187838674e-05,validation data(straight route)
route_6_route_episode_0343.npz,69,6.150667468318716e-05,validation data(straight route)
route_6_route_episode_0343.npz,70,6.276628846535459e-05,validation data(straight route)
route_6_route_episode_0343.npz,71,6.394251249730587e-05,validation data(straight route)
route_6_route_episode_0343.npz,72,6.555110303452238e-05,validation data(straight route)
route_6_route_episode_0343.npz,73,6.21609142399393e-05,validation data(straight route)
route_6_route_episode_0343.npz,74,6.327059236355126e-05,validation data(straight route)
route_6_route_episode_0343.npz,75,6.465003389166668e-05,validation data(straight route)
route_6_route_episode_0343.npz,76,6.57231139484793e-05,validation data(straight route)
route_6_route_episode_0343.npz,77,6.747762381564826e-05,validation data(straight route)
route_6_route_episode_0343.npz,78,6.230723374756053e-05,validation data(straight route)
route_6_route_episode_0343.npz,79,6.369058974087238e-05,validation data(straight route)
route_6_route_episode_0343.npz,80,6.541884795296937e-05,validation data(straight route)
route_6_route_episode_0343.npz,81,6.665286491625011e-05,validation data(straight route)
route_6_route_episode_0343.npz,82,6.156428571557626e-05,validation data(straight route)
route_6_route_episode_0343.npz,83,6.308609590632841e-05,validation data(straight route)
route_6_route_episode_0343.npz,84,6.524790660478175e-05,validation data(straight route)
route_6_route_episode_0343.npz,85,6.725614366587251e-05,validation data(straight route)
route_6_route_episode_0343.npz,86,7.04104095348157e-05,validation data(straight route)
route_6_route_episode_0343.npz,87,6.471689994214103e-05,validation data(straight route)
route_6_route_episode_0343.npz,88,6.793984357500449e-05,validation data(straight route)
route_6_route_episode_0343.npz,89,7.166899740695953e-05,validation data(straight route)
route_6_route_episode_0343.npz,90,7.439602632075548e-05,validation data(straight route)
route_6_route_episode_0343.npz,91,7.853758143028244e-05,validation data(straight route)
route_6_route_episode_0343.npz,92,7.187485607573763e-05,validation data(straight route)
route_6_route_episode_0343.npz,93,7.581704994663596e-05,validation data(straight route)
route_6_route_episode_0343.npz,94,7.76675806264393e-05,validation data(straight route)
route_6_route_episode_0343.npz,95,7.820961036486551e-05,validation data(straight route)
route_6_route_episode_0343.npz,96,6.932994438102469e-05,validation data(straight route)
route_6_route_episode_0343.npz,97,7.072064181556925e-05,validation data(straight route)
route_6_route_episode_0343.npz,98,7.161999383242801e-05,validation data(straight route)
route_6_route_episode_0343.npz,99,7.250251655932516e-05,validation data(straight route)
route_6_route_episode_0343.npz,100,6.428403139580041e-05,validation data(straight route)
route_6_route_episode_0343.npz,101,6.613840378122404e-05,validation data(straight route)
route_6_route_episode_0343.npz,102,6.743777339579538e-05,validation data(straight route)
route_6_route_episode_0343.npz,103,6.987201049923897e-05,validation data(straight route)
route_6_route_episode_0343.npz,104,6.433864473365247e-05,validation data(straight route)
route_6_route_episode_0343.npz,105,6.598681648029014e-05,validation data(straight route)
route_6_route_episode_0343.npz,106,6.896759441588074e-05,validation data(straight route)
route_6_route_episode_0343.npz,107,7.260550046339631e-05,validation data(straight route)
route_6_route_episode_0343.npz,108,7.820168684702367e-05,validation data(straight route)
route_6_route_episode_0343.npz,109,7.999600347829983e-05,validation data(straight route)
route_6_route_episode_0343.npz,110,8.835271728457883e-05,validation data(straight route)
route_6_route_episode_0343.npz,111,9.501201566308737e-05,validation data(straight route)
route_6_route_episode_0343.npz,112,9.356572991237044e-05,validation data(straight route)
route_6_route_episode_0343.npz,113,9.539465099805966e-05,validation data(straight route)
route_6_route_episode_0343.npz,114,8.724816143512726e-05,validation data(straight route)
route_6_route_episode_0343.npz,115,8.14069207990542e-05,validation data(straight route)
route_6_route_episode_0343.npz,116,8.648991934023798e-05,validation data(straight route)
route_6_route_episode_0343.npz,117,8.65692927618511e-05,validation data(straight route)
route_6_route_episode_0343.npz,118,8.691665425430983e-05,validation data(straight route)
route_6_route_episode_0343.npz,119,9.20356105780229e-05,validation data(straight route)
route_6_route_episode_0343.npz,120,9.198809129884467e-05,validation data(straight route)
route_6_route_episode_0343.npz,121,0.00010324816685169935,validation data(straight route)
route_6_route_episode_0343.npz,122,0.00011042942787753418,validation data(straight route)
route_6_route_episode_0343.npz,123,0.00010930700227618217,validation data(straight route)
route_6_route_episode_0343.npz,124,0.00011130062921438366,validation data(straight route)
route_6_route_episode_0343.npz,125,0.00011210382945137098,validation data(straight route)
route_6_route_episode_0343.npz,126,0.00010956903861369938,validation data(straight route)
route_6_route_episode_0343.npz,127,0.0001109324221033603,validation data(straight route)
route_6_route_episode_0343.npz,128,0.0001118049694923684,validation data(straight route)
route_6_route_episode_0343.npz,129,0.00010887298412853852,validation data(straight route)
route_6_route_episode_0343.npz,130,0.00011011461174348369,validation data(straight route)
route_6_route_episode_0343.npz,131,0.00011147499026264995,validation data(straight route)
route_6_route_episode_0343.npz,132,0.00011212607205379754,validation data(straight route)
